Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Date,Account_Balance,Device_Type,Location,Merchant_Category,Previous_Fraudulent_Activity,Daily_Transaction_Count,Card_Type,Card_Age,Fraud_Label,Txn_to_Balance_Pct,Amount_Zscore_User
1007934,14980,37.21,Bank Transfer,2025-02-27 18:04:53.333866677,43787.17,Mobile,Mumbai,Groceries,0,5,Amex,44,0,0.085,-0.2338
1007935,16638,34.38,ATM Withdrawal,2025-02-27 18:15:22.338446769,65983.77,Laptop,New York,Groceries,0,10,Mastercard,3,0,0.0521,-0.9536
1007936,11582,119.08,POS,2025-02-27 18:25:51.343026860,91229.74,Laptop,London,Clothing,0,9,Visa,23,0,0.1305,0.5236
1007937,11887,50.88,Bank Transfer,2025-02-27 18:36:20.347606952,80372.97,Mobile,London,Travel,0,5,Mastercard,22,0,0.0633,0.2149
1007938,14321,46.04,Online,2025-02-27 18:46:49.352187044,16473.31,Mobile,New York,Travel,0,3,Mastercard,137,0,0.2795,-0.3672
1007939,10697,40.29,Online,2025-02-27 18:57:18.356767135,44771.19,Laptop,Mumbai,Electronics,0,9,Amex,88,0,0.09,0.0082
1007940,11434,23.53,Online,2025-02-27 19:07:47.361347227,33303.09,Mobile,London,Restaurants,0,8,Amex,37,0,0.0707,-0.5582
1007941,16291,111.35,ATM Withdrawal,2025-02-27 19:18:16.365927318,49270.36,Tablet,Mumbai,Groceries,0,6,Mastercard,134,0,0.226,0.9612
1007942,19539,143.75,Online,2025-02-27 19:28:45.370507410,22884.55,Laptop,London,Groceries,0,13,Mastercard,196,0,0.6282,0.2213
1007943,15730,20.7,Online,2025-02-27 19:39:14.375087502,53049.36,Mobile,New York,Clothing,0,10,Amex,98,0,0.039,-0.7961
1007944,11450,199.55,ATM Withdrawal,2025-02-27 19:49:43.379667593,97966.0,Laptop,Sydney,Restaurants,0,12,Mastercard,172,0,0.2037,1.756
1007945,19910,31.92,Online,2025-02-27 20:00:12.384247685,61558.92,Mobile,Mumbai,Clothing,0,5,Mastercard,88,0,0.0519,-0.8164
1007946,15219,29.9,POS,2025-02-27 20:10:41.388827776,11714.37,Laptop,Sydney,Restaurants,0,10,Visa,183,0,0.2552,-0.9633
1007947,17169,79.7,ATM Withdrawal,2025-02-27 20:21:10.393407868,51681.84,Tablet,Mumbai,Clothing,0,3,Discover,70,0,0.1542,0.1613
1007948,11970,85.6,POS,2025-02-27 20:31:39.397987960,54639.42,Mobile,New York,Groceries,1,10,Discover,211,0,0.1567,0.3662
1007949,15785,51.57,Bank Transfer,2025-02-27 20:42:08.402568051,87498.62,Tablet,New York,Travel,0,9,Visa,238,1,0.0589,-0.7071
1007950,10764,41.39,ATM Withdrawal,2025-02-27 20:52:37.407148143,97107.48,Mobile,Tokyo,Restaurants,0,7,Discover,80,0,0.0426,-0.2229
1007951,16258,139.47,Online,2025-02-27 21:03:06.411728234,93233.56,Tablet,New York,Electronics,0,5,Amex,121,0,0.1496,0.7071
1007952,12024,33.16,POS,2025-02-27 21:13:35.416308326,8686.05,Mobile,New York,Travel,0,5,Amex,227,0,0.3818,-0.6343
1007953,19096,51.68,Online,2025-02-27 21:24:04.420888418,33010.91,Mobile,Mumbai,Electronics,0,9,Mastercard,167,0,0.1566,-0.0128
1007954,10548,211.67,ATM Withdrawal,2025-02-27 21:34:33.425468509,93684.75,Tablet,Mumbai,Travel,1,5,Mastercard,57,0,0.2259,1.6709
1007955,16527,18.73,Bank Transfer,2025-02-27 21:45:02.430048601,73878.85,Mobile,London,Electronics,0,5,Amex,57,1,0.0254,-0.7056
1007956,11394,37.83,ATM Withdrawal,2025-02-27 21:55:31.434628692,68116.1,Laptop,New York,Travel,0,14,Mastercard,20,0,0.0555,-0.8425
1007957,16872,123.98,Bank Transfer,2025-02-27 22:06:00.439208784,81786.58,Mobile,Mumbai,Clothing,0,7,Amex,150,0,0.1516,-0.7071
1007958,14935,83.3,POS,2025-02-27 22:16:29.443788876,3741.93,Mobile,Sydney,Groceries,0,10,Amex,157,0,2.2261,1.6403
1007959,19675,111.63,POS,2025-02-27 22:26:58.448368967,81036.11,Mobile,Mumbai,Restaurants,0,9,Visa,132,0,0.1378,0.4849
1007960,16519,18.95,Bank Transfer,2025-02-27 22:37:27.452949059,90230.51,Laptop,Tokyo,Electronics,1,9,Discover,51,0,0.021,-0.8119
1007961,13720,70.59,Online,2025-02-27 22:47:56.457529150,1120.3,Mobile,New York,Clothing,0,9,Discover,218,0,6.301,1.1398
1007962,10874,43.46,Bank Transfer,2025-02-27 22:58:25.462109242,49764.76,Mobile,New York,Travel,0,11,Visa,211,0,0.0873,0.922
1007963,15958,336.28,POS,2025-02-27 23:08:54.466689334,3215.67,Mobile,London,Groceries,0,8,Visa,172,0,10.4575,2.2283
1007964,14411,104.32,ATM Withdrawal,2025-02-27 23:19:23.471269425,64380.0,Tablet,London,Electronics,0,13,Mastercard,21,0,0.162,1.4566
1007965,10526,53.63,Online,2025-02-27 23:29:52.475849517,93442.3,Tablet,Sydney,Restaurants,0,10,Discover,149,0,0.0574,-0.0913
1007966,15813,68.63,Bank Transfer,2025-02-27 23:40:21.480429608,6808.5,Mobile,Mumbai,Restaurants,1,4,Amex,47,0,1.008,-0.4532
1007967,12100,57.02,POS,2025-02-27 23:50:50.485009700,58898.21,Mobile,Mumbai,Groceries,0,5,Mastercard,89,0,0.0968,-0.4197
1007968,12343,95.51,POS,2025-02-28 00:01:19.489589792,34263.09,Laptop,New York,Clothing,0,8,Visa,124,0,0.2788,0.4718
1007969,10090,27.52,Online,2025-02-28 00:11:48.494169883,20276.38,Mobile,Sydney,Travel,0,7,Amex,6,0,0.1357,-0.7931
1007970,13721,162.74,ATM Withdrawal,2025-02-28 00:22:17.498749975,8421.91,Mobile,New York,Restaurants,0,12,Visa,67,0,1.9323,1.8024
1007971,12183,18.92,POS,2025-02-28 00:32:46.503330066,64063.96,Mobile,New York,Travel,0,6,Visa,232,0,0.0295,-0.4973
1007972,10719,64.33,Bank Transfer,2025-02-28 00:43:15.507910158,25507.16,Mobile,New York,Clothing,0,6,Visa,193,0,0.2522,0.1439
1007973,14343,28.24,Bank Transfer,2025-02-28 00:53:44.512490250,76383.42,Mobile,London,Clothing,0,10,Mastercard,43,0,0.037,-1.4153
1007974,12202,56.5,POS,2025-02-28 01:04:13.517070341,27022.02,Laptop,New York,Groceries,0,5,Visa,76,0,0.2091,-0.2061
1007975,11342,120.35,Bank Transfer,2025-02-28 01:14:42.521650433,22768.27,Tablet,London,Restaurants,0,6,Mastercard,214,0,0.5286,1.7002
1007976,14668,13.88,Bank Transfer,2025-02-28 01:25:11.526230524,60216.34,Mobile,London,Travel,0,9,Amex,38,0,0.0231,-0.9013
1007977,10633,47.68,POS,2025-02-28 01:35:40.530810616,40847.65,Laptop,Mumbai,Clothing,0,6,Visa,118,0,0.1167,-0.6577
1007978,19905,17.26,Bank Transfer,2025-02-28 01:46:09.535390708,94904.57,Mobile,Tokyo,Clothing,0,5,Discover,5,0,0.0182,-0.7654
1007979,14710,43.66,ATM Withdrawal,2025-02-28 01:56:38.539970799,83475.13,Laptop,London,Travel,0,12,Amex,156,0,0.0523,-0.6812
1007980,19963,17.22,Bank Transfer,2025-02-28 02:07:07.544550891,48776.29,Mobile,Tokyo,Travel,0,7,Visa,49,0,0.0353,-0.7683
1007981,18814,62.14,ATM Withdrawal,2025-02-28 02:17:36.549130982,67933.9,Laptop,New York,Clothing,0,12,Amex,235,0,0.0915,-0.4064
1007982,19797,38.82,Online,2025-02-28 02:28:05.553711074,58291.27,Mobile,New York,Groceries,0,5,Amex,90,0,0.0666,-0.2387
1007983,15428,99.26,ATM Withdrawal,2025-02-28 02:38:34.558291166,97405.81,Tablet,London,Clothing,0,7,Amex,145,0,0.1019,0.7071
1007984,14231,145.89,ATM Withdrawal,2025-02-28 02:49:03.562871257,44867.94,Laptop,Mumbai,Electronics,0,12,Amex,136,0,0.3252,0.8937
1007985,17199,55.07,ATM Withdrawal,2025-02-28 02:59:32.567451349,30690.46,Mobile,London,Restaurants,0,8,Discover,120,0,0.1794,-0.1173
1007986,10807,111.6,Bank Transfer,2025-02-28 03:10:01.572031440,23237.24,Mobile,New York,Electronics,0,4,Mastercard,181,0,0.4803,1.4181
1007987,18402,165.0,ATM Withdrawal,2025-02-28 03:20:30.576611532,78746.88,Mobile,Tokyo,Clothing,0,5,Discover,213,0,0.2095,2.2508
1007988,13236,26.11,Online,2025-02-28 03:30:59.581191624,93378.14,Laptop,Mumbai,Groceries,0,6,Visa,114,0,0.028,-0.4884
1007989,10075,172.08,Online,2025-02-28 03:41:28.585771715,40011.9,Mobile,Mumbai,Clothing,0,10,Amex,193,0,0.4301,0.9094
1007990,12378,53.01,Bank Transfer,2025-02-28 03:51:57.590351807,28559.6,Laptop,London,Groceries,0,9,Visa,74,0,0.1856,0.0121
1007991,12424,24.96,Bank Transfer,2025-02-28 04:02:26.594931898,38256.82,Mobile,Mumbai,Electronics,0,12,Visa,23,0,0.0652,-0.6768
1007992,10142,69.32,Bank Transfer,2025-02-28 04:12:55.599511990,76086.35,Mobile,Mumbai,Clothing,0,9,Mastercard,196,0,0.0911,0.1998
1007993,16686,51.54,POS,2025-02-28 04:23:24.604092082,71384.31,Laptop,New York,Electronics,0,7,Visa,219,0,0.0722,-0.2904
1007994,10953,17.71,Online,2025-02-28 04:33:53.608672173,70226.95,Laptop,New York,Electronics,0,8,Mastercard,227,0,0.0252,-1.0944
1007995,18467,22.63,Online,2025-02-28 04:44:22.613252265,17515.02,Mobile,New York,Travel,0,10,Visa,66,0,0.1292,-0.9151
1007996,14532,202.32,Bank Transfer,2025-02-28 04:54:51.617832356,75581.14,Laptop,Sydney,Electronics,0,10,Mastercard,166,1,0.2677,0.4888
1007997,17183,68.23,Online,2025-02-28 05:05:20.622412448,15781.05,Laptop,London,Travel,0,10,Amex,165,0,0.4324,1.3737
1007998,13397,178.65,Bank Transfer,2025-02-28 05:15:49.626992540,9888.53,Laptop,Mumbai,Restaurants,1,4,Discover,43,0,1.8066,1.2803
1007999,11320,39.12,Bank Transfer,2025-02-28 05:26:18.631572631,44678.82,Mobile,Sydney,Restaurants,0,10,Visa,222,0,0.0876,-0.815
1008000,11804,28.75,Bank Transfer,2025-02-28 05:36:47.636152723,60627.74,Mobile,New York,Travel,0,3,Mastercard,53,0,0.0474,-1.2106
1008001,16459,14.2,POS,2025-02-28 05:47:16.640732814,3479.81,Mobile,Mumbai,Restaurants,0,12,Discover,72,0,0.4081,-1.0675
1008002,17161,118.44,Bank Transfer,2025-02-28 05:57:45.645312906,40972.3,Laptop,Mumbai,Clothing,0,7,Visa,90,0,0.2891,0.4211
1008003,12676,75.83,Online,2025-02-28 06:08:14.649892998,80978.82,Mobile,Mumbai,Travel,0,4,Amex,141,1,0.0936,1.0903
1008004,13572,39.41,POS,2025-02-28 06:18:43.654473089,98236.67,Mobile,New York,Travel,0,5,Visa,114,0,0.0401,0.156
1008005,19451,28.96,ATM Withdrawal,2025-02-28 06:29:12.659053181,25124.79,Mobile,London,Clothing,0,5,Amex,42,0,0.1153,-0.5997
1008006,18519,134.49,Bank Transfer,2025-02-28 06:39:41.663633272,80265.55,Mobile,Mumbai,Clothing,0,6,Visa,101,0,0.1676,0.6514
1008007,14131,47.38,ATM Withdrawal,2025-02-28 06:50:10.668213364,36534.9,Laptop,Mumbai,Restaurants,0,10,Visa,133,0,0.1297,0.0002
1008008,12410,47.79,ATM Withdrawal,2025-02-28 07:00:39.672793456,66263.76,Mobile,London,Travel,0,8,Visa,223,0,0.0721,-0.3945
1008009,13014,33.76,Bank Transfer,2025-02-28 07:11:08.677373547,71776.2,Mobile,London,Travel,0,7,Discover,228,0,0.047,-0.7268
1008010,15384,39.41,Bank Transfer,2025-02-28 07:21:37.681953639,83284.63,Laptop,Mumbai,Restaurants,1,11,Mastercard,211,0,0.0473,-0.585
1008011,15668,84.78,Bank Transfer,2025-02-28 07:32:06.686533730,94511.13,Laptop,Mumbai,Groceries,1,10,Amex,10,0,0.0897,-0.3288
1008012,11842,17.58,Bank Transfer,2025-02-28 07:42:35.691113822,69374.01,Mobile,Mumbai,Travel,0,7,Amex,217,0,0.0253,-1.1545
1008013,10659,58.24,Online,2025-02-28 07:53:04.695693914,26633.6,Tablet,Mumbai,Clothing,0,5,Amex,92,0,0.2187,0.002
1008014,14954,117.27,Online,2025-02-28 08:03:33.700274005,58101.95,Mobile,Mumbai,Electronics,0,3,Mastercard,51,0,0.2018,0.1801
1008015,17975,51.02,Online,2025-02-28 08:14:02.704854097,68318.79,Tablet,Tokyo,Travel,0,10,Visa,192,0,0.0747,-0.4015
1008016,11525,126.9,Online,2025-02-28 08:24:31.709434188,74001.07,Tablet,Mumbai,Clothing,0,5,Amex,56,0,0.1715,0.3681
1008017,14084,159.57,Bank Transfer,2025-02-28 08:35:00.714014280,57232.07,Laptop,Tokyo,Groceries,0,10,Discover,118,0,0.2788,1.7783
1008018,11616,112.49,Bank Transfer,2025-02-28 08:45:29.718594372,12542.07,Mobile,Mumbai,Clothing,0,12,Visa,172,0,0.8969,0.9073
1008019,12422,35.52,POS,2025-02-28 08:55:58.723174463,90472.5,Tablet,Tokyo,Electronics,0,11,Visa,185,0,0.0393,-1.1489
1008020,16123,53.07,Bank Transfer,2025-02-28 09:06:27.727754555,72414.56,Laptop,Mumbai,Electronics,0,6,Visa,228,0,0.0733,-0.456
1008021,12862,72.0,ATM Withdrawal,2025-02-28 09:16:56.732334646,22023.19,Laptop,Mumbai,Restaurants,0,5,Discover,90,0,0.3269,-0.3145
1008022,12638,37.49,ATM Withdrawal,2025-02-28 09:27:25.736914738,88378.55,Mobile,Tokyo,Clothing,0,12,Mastercard,57,0,0.0424,-0.146
1008023,19957,36.51,Online,2025-02-28 09:37:54.741494830,13409.53,Laptop,London,Restaurants,0,6,Visa,71,0,0.2723,-0.6155
1008024,11724,34.79,ATM Withdrawal,2025-02-28 09:48:23.746074921,84129.54,Tablet,Mumbai,Groceries,1,6,Discover,144,0,0.0414,-0.5626
1008025,11893,417.74,ATM Withdrawal,2025-02-28 09:58:52.750655013,32450.52,Laptop,New York,Clothing,0,9,Mastercard,6,0,1.2873,1.9423
1008026,19298,43.95,ATM Withdrawal,2025-02-28 10:09:21.755235104,33915.94,Laptop,Mumbai,Groceries,0,7,Mastercard,206,0,0.1296,-0.3109
1008027,15503,128.37,Bank Transfer,2025-02-28 10:19:50.759815196,4047.71,Laptop,Mumbai,Electronics,0,14,Amex,36,0,3.1714,0.3505
1008028,10431,27.23,POS,2025-02-28 10:30:19.764395288,96240.61,Laptop,New York,Travel,1,9,Visa,190,0,0.0283,-0.591
1008029,14250,213.03,Online,2025-02-28 10:40:48.768975379,9907.9,Laptop,Mumbai,Electronics,0,8,Amex,147,0,2.1501,1.2767
1008030,15652,40.33,ATM Withdrawal,2025-02-28 10:51:17.773555471,80806.02,Mobile,Sydney,Restaurants,1,9,Amex,41,0,0.0499,-0.3124
1008031,12532,56.96,Online,2025-02-28 11:01:46.778135563,92704.21,Mobile,Tokyo,Travel,0,6,Mastercard,31,1,0.0614,-0.1179
1008032,15483,12.6,Online,2025-02-28 11:12:15.782715654,59558.36,Mobile,Mumbai,Restaurants,0,5,Visa,22,0,0.0212,-0.9161
1008033,16486,133.39,Online,2025-02-28 11:22:44.787295746,44007.21,Laptop,Mumbai,Clothing,0,10,Discover,222,0,0.3031,0.315
1008034,12507,158.63,Bank Transfer,2025-02-28 11:33:13.791875837,22156.13,Tablet,Mumbai,Clothing,0,15,Visa,57,0,0.716,1.6972
1008035,18125,21.12,POS,2025-02-28 11:43:42.796455929,2034.37,Mobile,New York,Groceries,0,8,Amex,149,0,1.0382,-1.1326
1008036,14528,139.75,Online,2025-02-28 11:54:11.801036021,56244.6,Laptop,Sydney,Groceries,0,6,Amex,141,0,0.2485,0.7071
1008037,19635,18.73,ATM Withdrawal,2025-02-28 12:04:40.805616112,10011.3,Mobile,Tokyo,Electronics,0,10,Amex,227,0,0.1871,-0.814
1008038,10878,90.53,Online,2025-02-28 12:15:09.810196204,28663.36,Mobile,Mumbai,Groceries,0,5,Amex,25,0,0.3158,0.2057
1008039,13243,43.36,POS,2025-02-28 12:25:38.814776295,32862.19,Mobile,London,Clothing,0,11,Visa,206,0,0.1319,-0.7071
1008040,17213,159.02,Bank Transfer,2025-02-28 12:36:07.819356387,28446.81,Tablet,Mumbai,Electronics,1,9,Discover,195,1,0.559,2.8786
1008041,18950,66.64,Online,2025-02-28 12:46:36.823936479,27980.53,Mobile,Mumbai,Restaurants,0,8,Amex,227,0,0.2382,0.7336
1008042,12217,115.03,Bank Transfer,2025-02-28 12:57:05.828516570,53676.17,Mobile,Mumbai,Groceries,0,11,Discover,155,0,0.2143,1.7917
1008043,19803,146.97,Bank Transfer,2025-02-28 13:07:34.833096662,95121.37,Laptop,Mumbai,Electronics,0,7,Amex,30,0,0.1545,0.8489
1008044,11934,43.26,POS,2025-02-28 13:18:03.837676753,83176.92,Laptop,Sydney,Travel,1,3,Visa,177,0,0.052,0.0
1008045,14162,53.35,ATM Withdrawal,2025-02-28 13:28:32.842256845,2184.14,Mobile,London,Clothing,0,9,Mastercard,192,0,2.4426,-0.576
1008046,13149,22.44,Online,2025-02-28 13:39:01.846836937,40030.24,Mobile,London,Travel,0,9,Discover,82,0,0.0561,-0.9811
1008047,14244,42.95,POS,2025-02-28 13:49:30.851417028,64207.59,Mobile,New York,Restaurants,0,10,Mastercard,162,0,0.0669,-0.3649
1008048,19024,255.1,ATM Withdrawal,2025-02-28 13:59:59.855997120,49113.23,Mobile,London,Clothing,0,7,Mastercard,25,0,0.5194,1.7832
1008049,17326,99.95,Online,2025-02-28 14:10:28.860577211,1681.19,Laptop,New York,Clothing,0,8,Mastercard,136,0,5.9452,0.5023
1008050,17965,23.67,Bank Transfer,2025-02-28 14:20:57.865157303,10647.62,Mobile,Mumbai,Clothing,0,13,Amex,37,0,0.2223,-0.6853
1008051,12540,201.37,ATM Withdrawal,2025-02-28 14:31:26.869737395,62539.07,Laptop,Tokyo,Clothing,0,4,Visa,222,0,0.322,0.7165
1008052,19469,74.53,ATM Withdrawal,2025-02-28 14:41:55.874317486,1669.21,Laptop,London,Travel,0,11,Discover,125,0,4.465,-0.4931
1008053,14356,106.1,Bank Transfer,2025-02-28 14:52:24.878897578,28948.02,Tablet,Mumbai,Electronics,0,7,Visa,83,0,0.3665,1.342
1008054,16520,80.84,POS,2025-02-28 15:02:53.883477669,76050.81,Mobile,London,Clothing,0,7,Amex,192,0,0.1063,0.0487
1008055,16978,76.39,Online,2025-02-28 15:13:22.888057761,7999.63,Tablet,New York,Electronics,0,5,Discover,73,0,0.9549,-0.0878
1008056,16630,11.04,ATM Withdrawal,2025-02-28 15:23:51.892637853,84515.28,Tablet,Mumbai,Electronics,0,8,Discover,189,0,0.0131,-0.7552
1008057,16018,132.37,Bank Transfer,2025-02-28 15:34:20.897217944,59284.27,Tablet,Sydney,Groceries,0,7,Visa,126,0,0.2233,0.8156
1008058,14801,8.99,Bank Transfer,2025-02-28 15:44:49.901798036,20794.86,Mobile,Mumbai,Restaurants,0,8,Visa,86,0,0.0432,-1.1122
1008059,16477,123.07,Bank Transfer,2025-02-28 15:55:18.906378127,14668.5,Mobile,Mumbai,Clothing,0,8,Amex,117,0,0.839,1.5426
1008060,19052,59.12,ATM Withdrawal,2025-02-28 16:05:47.910958219,94818.65,Mobile,Mumbai,Electronics,0,11,Visa,127,0,0.0624,-0.3071
1008061,13898,106.52,POS,2025-02-28 16:16:16.915538311,6389.24,Tablet,Mumbai,Groceries,0,8,Amex,87,0,1.6672,0.7558
1008062,15109,61.97,Online,2025-02-28 16:26:45.920118402,19647.4,Laptop,Tokyo,Restaurants,0,7,Mastercard,191,0,0.3154,-0.0892
1008063,11801,125.84,ATM Withdrawal,2025-02-28 16:37:14.924698494,57090.47,Laptop,New York,Travel,0,10,Discover,79,0,0.2204,0.6008
1008064,13551,55.31,ATM Withdrawal,2025-02-28 16:47:43.929278585,93627.74,Mobile,London,Restaurants,0,10,Visa,29,0,0.0591,-0.8574
1008065,17721,68.36,POS,2025-02-28 16:58:12.933858677,93931.5,Tablet,Mumbai,Clothing,0,9,Mastercard,135,0,0.0728,0.1725
1008066,16404,75.48,Online,2025-02-28 17:08:41.938438769,39250.29,Laptop,Tokyo,Clothing,0,6,Visa,239,0,0.1923,-0.0326
1008067,12112,245.41,Bank Transfer,2025-02-28 17:19:10.943018860,37531.7,Tablet,Sydney,Groceries,0,5,Discover,113,0,0.6539,1.1546
1008068,15462,88.25,POS,2025-02-28 17:29:39.947598952,47791.99,Laptop,London,Clothing,0,9,Amex,79,0,0.1847,0.7071
1008069,18120,19.04,Online,2025-02-28 17:40:08.952179043,8303.15,Mobile,Mumbai,Groceries,0,11,Visa,70,0,0.2293,-0.6387
1008070,11241,34.77,ATM Withdrawal,2025-02-28 17:50:37.956759135,93550.56,Laptop,New York,Restaurants,0,10,Amex,190,0,0.0372,-0.5611
1008071,10620,88.09,Bank Transfer,2025-02-28 18:01:06.961339227,3196.75,Mobile,London,Groceries,1,8,Mastercard,68,0,2.7556,1.1487
1008072,13928,149.57,POS,2025-02-28 18:11:35.965919318,8196.77,Laptop,London,Clothing,0,4,Amex,81,0,1.8247,1.5288
1008073,16566,30.64,Bank Transfer,2025-02-28 18:22:04.970499410,82499.49,Laptop,Mumbai,Clothing,0,9,Amex,197,0,0.0371,-0.564
1008074,13134,327.64,Online,2025-02-28 18:32:33.975079501,28611.15,Tablet,London,Travel,0,6,Discover,157,0,1.1451,1.7782
1008075,18211,62.83,Online,2025-02-28 18:43:02.979659593,81038.64,Mobile,New York,Travel,0,9,Mastercard,51,1,0.0775,-0.8275
1008076,18469,76.44,Online,2025-02-28 18:53:31.984239685,17947.66,Mobile,Tokyo,Clothing,0,8,Mastercard,196,0,0.4259,0.1035
1008077,15326,20.02,Bank Transfer,2025-02-28 19:04:00.988819776,70354.1,Mobile,Tokyo,Groceries,1,9,Visa,233,0,0.0285,-1.2039
1008078,13789,133.27,POS,2025-02-28 19:14:29.993399868,93287.68,Mobile,Mumbai,Restaurants,0,5,Amex,189,0,0.1429,1.7853
1008079,10418,38.22,POS,2025-02-28 19:24:58.997979959,49995.02,Laptop,Mumbai,Groceries,0,12,Mastercard,188,0,0.0764,-0.0578
1008080,18216,30.06,Bank Transfer,2025-02-28 19:35:28.002560051,49844.08,Mobile,London,Electronics,0,9,Mastercard,153,0,0.0603,0.0
1008081,18953,42.36,Bank Transfer,2025-02-28 19:45:57.007140143,34425.46,Laptop,New York,Clothing,0,9,Discover,72,0,0.123,-0.0806
1008082,14424,165.05,Online,2025-02-28 19:56:26.011720234,17856.91,Mobile,Mumbai,Electronics,0,3,Discover,94,0,0.9243,1.0503
1008083,15165,79.25,Bank Transfer,2025-02-28 20:06:55.016300326,76825.25,Mobile,Mumbai,Electronics,0,9,Mastercard,42,0,0.1032,1.2167
1008084,17536,26.81,Bank Transfer,2025-02-28 20:17:24.020880417,53306.42,Laptop,New York,Clothing,0,8,Amex,74,1,0.0503,-0.7357
1008085,16954,35.72,POS,2025-02-28 20:27:53.025460509,44949.47,Mobile,London,Groceries,0,8,Visa,233,0,0.0795,0.8032
1008086,11353,168.62,POS,2025-02-28 20:38:22.030040601,74130.24,Laptop,Tokyo,Electronics,0,8,Visa,131,0,0.2275,1.2348
1008087,16724,45.19,Online,2025-02-28 20:48:51.034620692,71552.59,Mobile,London,Clothing,0,14,Mastercard,75,0,0.0632,-0.0079
1008088,19247,85.48,ATM Withdrawal,2025-02-28 20:59:20.039200784,13215.47,Mobile,New York,Travel,0,9,Discover,26,0,0.6468,0.9452
1008089,17507,103.97,POS,2025-02-28 21:09:49.043780875,11362.06,Laptop,New York,Clothing,0,10,Amex,210,0,0.9151,1.7675
1008090,14806,3.54,ATM Withdrawal,2025-02-28 21:20:18.048360967,23381.9,Mobile,Mumbai,Restaurants,0,13,Amex,32,0,0.0151,-0.9461
1008091,15232,150.13,Bank Transfer,2025-02-28 21:30:47.052941059,23957.23,Tablet,Sydney,Restaurants,1,6,Visa,190,0,0.6267,0.9512
1008092,12598,27.61,Online,2025-02-28 21:41:16.057521150,30121.25,Tablet,Tokyo,Groceries,0,9,Amex,42,0,0.0917,-0.8727
1008093,16608,40.92,POS,2025-02-28 21:51:45.062101242,55818.85,Mobile,New York,Restaurants,0,4,Discover,170,0,0.0733,-0.2506
1008094,12415,187.06,POS,2025-02-28 22:02:14.066681333,42898.03,Mobile,Mumbai,Clothing,0,8,Visa,181,0,0.4361,0.1674
1008095,13419,173.74,ATM Withdrawal,2025-02-28 22:12:43.071261425,44937.01,Mobile,New York,Restaurants,0,9,Mastercard,19,0,0.3866,-0.1442
1008096,12651,80.98,ATM Withdrawal,2025-02-28 22:23:12.075841517,991.62,Mobile,New York,Travel,0,7,Discover,48,0,8.1664,0.8695
1008097,13354,97.78,POS,2025-02-28 22:33:41.080421608,40381.36,Mobile,New York,Groceries,0,9,Visa,176,0,0.2421,0.2623
1008098,13668,119.39,ATM Withdrawal,2025-02-28 22:44:10.085001700,20449.02,Tablet,Mumbai,Groceries,0,7,Visa,12,0,0.5838,1.119
1008099,10830,171.41,Online,2025-02-28 22:54:39.089581791,63385.75,Mobile,Sydney,Restaurants,0,9,Visa,95,0,0.2704,1.8415
1008100,17176,189.79,POS,2025-02-28 23:05:08.094161883,14939.7,Mobile,Mumbai,Restaurants,0,9,Amex,43,0,1.2704,1.2453
1008101,14410,59.51,ATM Withdrawal,2025-02-28 23:15:37.098741975,52628.97,Mobile,Mumbai,Travel,0,5,Mastercard,78,0,0.1131,1.1191
1008102,19497,30.27,ATM Withdrawal,2025-02-28 23:26:06.103322066,94342.98,Laptop,Tokyo,Restaurants,0,9,Mastercard,168,0,0.0321,-0.716
1008103,11809,44.52,Online,2025-02-28 23:36:35.107902158,82404.55,Laptop,London,Electronics,0,4,Discover,237,0,0.054,-0.0113
1008104,16691,60.45,Bank Transfer,2025-02-28 23:47:04.112482249,85774.2,Mobile,Mumbai,Groceries,0,8,Amex,172,0,0.0705,-0.1089
1008105,11792,52.33,POS,2025-02-28 23:57:33.117062341,67492.52,Laptop,London,Restaurants,1,8,Discover,15,0,0.0775,-0.4618
1008106,15472,24.29,Online,2025-03-01 00:08:02.121642433,91464.3,Laptop,Tokyo,Restaurants,0,6,Mastercard,60,0,0.0266,-0.8311
1008107,14909,77.43,Online,2025-03-01 00:18:31.126222524,25996.91,Mobile,Tokyo,Groceries,0,8,Mastercard,25,1,0.2978,2.0858
1008108,14486,15.58,Online,2025-03-01 00:29:00.130802616,80265.18,Mobile,Sydney,Electronics,0,9,Amex,21,0,0.0194,-1.4938
1008109,16548,58.46,ATM Withdrawal,2025-03-01 00:39:29.135382707,32700.7,Laptop,London,Clothing,1,7,Amex,148,1,0.1788,0.6387
1008110,18282,61.53,Online,2025-03-01 00:49:58.139962799,12380.68,Laptop,Mumbai,Groceries,0,7,Discover,71,0,0.497,0.384
1008111,13168,59.87,POS,2025-03-01 01:00:27.144542891,96479.1,Tablet,Tokyo,Clothing,0,10,Visa,130,0,0.0621,0.5539
1008112,18497,107.87,Bank Transfer,2025-03-01 01:10:56.149122982,27009.64,Mobile,Sydney,Electronics,0,9,Mastercard,137,0,0.3994,0.0
1008113,11849,97.02,POS,2025-03-01 01:21:25.153703074,19742.01,Mobile,London,Electronics,1,7,Amex,62,0,0.4914,1.3102
1008114,12931,323.16,POS,2025-03-01 01:31:54.158283165,74673.6,Mobile,Sydney,Restaurants,0,7,Mastercard,32,0,0.4328,1.1244
